pmid,sample_mechanism,sample_bucket,predicted_evidence_level,title,year,journal,pub_types,mechanisms,abstract_excerpt,gold_evidence_level,gold_label_status,gold_notes
32368047,nanoparticle,predicted-tagged,preclinical-invivo,Therapeutic Effect of Doxorubicin-Chlorin E6-Loaded Mesoporous Silica Nanoparticles Combined with Ultrasound on Triple-Negative Breast Cancer.,2020,International journal of nanomedicine,Journal Article,nanoparticle | sonodynamic,"**introduction**: sonodynamic therapy (sdt) has good targeting and non-invasive advantages in solid cancers, but its antitumor effect is not sufficient to replace traditional treatments. some studies that combined sdt with chemotherapy or nanoparticles have managed to enhance its efficiency and overcome the side effects of chemotherapy. **materials and methods**: in this study, we synthesized and characterized mesoporous silica nanoparticles (msn-dox-ce6) loaded with doxorubicin (dox) and sonose...",,pending,
33632266,nanoparticle,predicted-tagged,preclinical-invitro,A sonosensitiser-based polymeric nanoplatform for chemo-sonodynamic combination therapy of lung cancer.,2021,Journal of nanobiotechnology,Journal Article,bioelectric | nanoparticle | sonodynamic,"**background**: lung cancer is the most common type of tumour worldwide. its relative lethality is considerably high. however, since the tumour tissues are located deep within the human body, traditional technologies, such as photodynamic therapy, do not have the desired effect. sonosensitisers can penetrate deeply into tissues, and sonodynamic therapy (sdt) effectively inhibits tumours by generating reactive oxygen species. ultrasound can also penetrate deeply, with a favourable tumour inhibiti...",,pending,
35154485,nanoparticle,predicted-tagged,preclinical-invivo,Engineered extracellular vesicle-based sonotheranostics for dual stimuli-sensitive drug release and photoacoustic imaging-guided chemo-sonodynamic cancer therapy.,2022,Theranostics,"Journal Article | Research Support, Non-U.S. Gov't",nanoparticle | sonodynamic,"sonodynamic therapy has shown promise as an effective alternative to conventional photodynamic therapy owing to its ability to treat deep-seated tumors. however, the development of stimuli-responsive sonosensitizers with high biocompatibility faces a significant challenge. methods: in this study, we developed dual stimuli-responsive sonosensitizers with desirable biosafety using extracellular vesicles (evs), a class of naturally occurring nanoparticles. indocyanine green (icg), which functions a...",,pending,
36895188,nanoparticle,predicted-tagged,preclinical-invitro,Stimuli-sensitive nano-drug delivery with programmable size changes to enhance accumulation of therapeutic agents in tumors.,2023,Drug delivery,Journal Article,nanoparticle,"nano-based drug delivery systems hold significant promise for cancer therapies. presently, the poor accumulation of drug-carrying nanoparticles in tumors has limited their success. in this study, based on a combination of the paradigms of intravascular and extravascular drug release, an efficient nanosized drug delivery system with programmable size changes is introduced. drug-loaded smaller nanoparticles (secondary nanoparticles), which are loaded inside larger nanoparticles (primary nanopartic...",,pending,
38352859,nanoparticle,predicted-tagged,preclinical-invivo,Engineering cGAS-agonistic oligonucleotides as therapeutics for cancer immunotherapy.,2024,Molecular therapy. Nucleic acids,Journal Article,immunotherapy | nanoparticle,"activating cyclic gmp-amp synthase-stimulator of interferon genes (cgas-sting) holds great potential for cancer immunotherapy by eliciting type-i interferon (ifn-i) responses. yet, current approaches to cgas-sting activation rely on sting agonists, which suffer from difficult formulation, poor pharmacokinetics, and marginal clinical therapeutic efficacy. here, we report nature-inspired oligonucleotide, svg3, as a cgas agonist for cgas-sting activation in tumor combination immunotherapy. the hair...",,pending,
39606562,nanoparticle,predicted-tagged,preclinical-invitro,Combination of Gene Therapy and Chemotherapy in a New Targeted Hybrid Nanosystem to Hepatocellular Carcinoma.,2024,International journal of nanomedicine,Journal Article,bioelectric | nanoparticle,"**purpose**: hepatocellular carcinoma is the most frequent liver cancer and constitutes one of the main causes of cancer mortality. the combination of targeted therapy drugs, such as selumetinib and perifosine that inhibit cell signaling pathways involved in cell survival and proliferation, with the expression of tumor suppressor transgenes, such as pten, may result in an efficient therapeutic approach against hcc. thus, the main objective of this work was to develop a new lipid-polymer hybrid n...",,pending,
40067898,nanoparticle,predicted-tagged,preclinical-invitro,Dual mRNA nanoparticles strategy for enhanced pancreatic cancer treatment and β-elemene combination therapy.,2025,Proceedings of the National Academy of Sciences of the United States of America,Journal Article,immunotherapy | mRNA-vaccine | nanoparticle,"pancreatic ductal adenocarcinoma (pdac) is notoriously immune-resistant, limiting the clinical efficacy of single-agent immune modulators and thereby necessitating the exploration of multimodal immunotherapy combinations. traditional approaches combining conventional immune checkpoint inhibitors with neoantigen vaccines have shown some promise in treating pdac but are often compromised by intratumoral t lymphocyte exhaustion and systemic toxicity. hence, novel approaches are needed to address th...",,pending,
40738981,nanoparticle,predicted-tagged,preclinical-invivo,Neoantigen mRNA vaccines induce progenitor-exhausted T cells that support anti-PD-1 therapy in gastric cancer with peritoneal metastasis.,2025,Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,Journal Article,immunotherapy | mRNA-vaccine | nanoparticle,"**background**: gastric cancer with peritoneal metastasis is associated with a poor prognosis. current treatments, including the first-line therapy of combination chemotherapy with nivolumab for advanced recurrent gastric cancer, have shown limited efficacy against peritoneal dissemination. in this study, we evaluated neoantigen (neoag)-mrna lipid nanoparticle (lnp) as a potential agent in combination with anti-pd-1 therapy, focusing on its effects on neoag-specific cd8+ t cell responses and ant...",,pending,
41328155,nanoparticle,predicted-tagged,preclinical-invivo,Co-Delivery of Chemotherapy and Anti-Angiogenic Lipid via DPPA-LNPs Potentiates Anti-PD-1 Immunotherapy.,2025,International journal of nanomedicine,Journal Article,immunotherapy | nanoparticle,"**background**: immune checkpoint inhibitor (ici) therapies have marked a significant breakthrough in tumor immunotherapy. however, their clinical efficacy remains suboptimal in many cases. emerging evidence indicates that resistance to icis is largely driven by the immunosuppressive nature of the tumor microenvironment (tme). modulating the tme-through conventional chemotherapy or anti-angiogenic therapies has been shown to enhance immune activation and improve the therapeutic response to icis....",,pending,
30104875,nanoparticle,predicted-untagged,,Iridium (III) complex-loaded liposomes as a drug delivery system for lung cancer through mitochondrial dysfunction.,2018,International journal of nanomedicine,Journal Article,bioelectric | nanoparticle,"**background and aim**: iridium (ir)-based complex is a potential antitumor ingredient, but its poor physicochemical properties such as hydrophobicity and low biocompatibility hamper further application. liposome provides a potential delivery approach for improving the poor physicochemical property and reducing the side effects of antitumor drug. in this study, we aimed at incorporating ir ([ir(ppy)2(btcp)]pf6) into liposomes to enhance the biocompatibility and sustained release of ir for intrav...",,pending,
36338124,nanoparticle,predicted-untagged,,MnO2 coated multi-layer nanoplatform for enhanced sonodynamic therapy and MR imaging of breast cancer.,2022,Frontiers in bioengineering and biotechnology,Journal Article,nanoparticle | sonodynamic,"sonodynamic therapy (sdt) is a promising new anti-tumor therapy that inhibits tumor growth by ultrasound activation of sonosensitizers to produce reactive oxygen species (ros). however, the problems of hypoxia in the microenvironment within solid tumors and the effectiveness of sdt will decrease due to the little accumulation of sonosensitizers at the tumor site, as well as tumor cell tolerance, have limited the development of sdt. to overcome these problems, a core-shell structured nanoparticle...",,pending,
